Tipo documento;Nacionalidad;GÈnero;Fecha nacimiento;PaÌs residencia;Municipio residencia;Estrato vivienda;Personas hogar;Tiene internet;Tiene computador;Colegio gÈnero;Calendario;Colegio ·rea;Jornada;Lectura crÌtica;DesempeÒo lectura critica;Matem·ticas;DesempeÒo matem·ticas;Ciencias naturales;DesempeÒo naturales;Ciencias sociales;DesempeÒo sociales;Ingles;DesempeÒo ingles;Puntaje global;Percentil global
TI;COLOMBIA;F;14/03/2001;COLOMBIA;CALI;Estrato 2;1 a 2;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;55;3;56;3;52;2;56;A1;272;41
TI;COLOMBIA;M;2/03/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;49;2;51;3;51;2;55;2;32;A-;250;31
TI;COLOMBIA;F;25/04/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;51;3;37;2;40;1;48;2;45;A-;220;18
TI;COLOMBIA;F;7/10/2000;COLOMBIA;FLORIDABLANCA;Estrato 2;Sin Respuesta;Si;Si;MIXTO;A;URBANO;TARDE;38;2;26;1;40;1;45;2;48;A1;190;7
CE;COLOMBIA;F;25/01/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;No;MIXTO;A;URBANO;MA—ANA;51;3;40;2;44;2;41;2;40;A-;218;17
TI;COLOMBIA;F;9/10/1998;COLOMBIA;BARRANQUILLA;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;50;2;52;3;46;2;51;2;67;A2;255;33
CC;COLOMBIA;F;30/03/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;5 a 6;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;65;3;72;4;61;3;63;3;79;B+;332;71
CC;COLOMBIA;F;8/09/1942;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;A;URBANO;SABATINA;29;1;22;1;30;1;36;1;31;A-;147;1
TI;COLOMBIA;F;31/01/2003;COLOMBIA;PUERTO TEJADA;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;59;3;56;3;57;3;59;3;52;A1;287;48
TI;COLOMBIA;M;11/03/2001;COLOMBIA;COTA;Estrato 3;1 a 2;Sin respuesta;Si;MIXTO;B;RURAL;COMPLETA;69;4;75;4;61;3;74;4;71;B1;349;81
TI;COLOMBIA;F;13/08/2001;COLOMBIA;PASTO;Estrato 3;1 a 2;Si;No;MIXTO;B;URBANO;MA—ANA;63;3;62;3;63;3;65;3;88;B+;326;67
CC;COLOMBIA;F;28/01/1966;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;OTRO;URBANO;SABATINA;54;3;43;2;44;2;51;2;42;A-;238;26
TI;COLOMBIA;M;18/08/2000;COLOMBIA;BARRANQUILLA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;71;4;64;3;63;3;78;B1;335;72
TI;COLOMBIA;F;25/12/1999;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;69;3;67;3;63;3;67;A2;337;74
CC;COLOMBIA;M;23/07/1999;COLOMBIA;GIR”N;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;54;3;48;2;50;2;52;2;62;A2;259;35
CC;COLOMBIA;F;9/09/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;59;3;49;2;43;2;48;2;58;A2;252;32
TI;COLOMBIA;M;21/04/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;67;3;65;3;69;3;78;B1;338;75
TI;COLOMBIA;M;13/10/2000;COLOMBIA;MOCOA;Estrato 1;5 a 6;No;No;MIXTO;A;URBANO;SABATINA;58;3;62;3;66;3;57;3;52;A1;300;54
TI;COLOMBIA;M;30/08/2000;COLOMBIA;BARRANQUILLA;Estrato 3;5 a 6;No;No;MIXTO;A;URBANO;NOCHE;44;2;45;2;35;1;35;1;39;A-;198;10
TI;COLOMBIA;F;23/04/2001;COLOMBIA;PUPIALES;Estrato 1;3 a 4;No;Si;MIXTO;A;URBANO;TARDE;56;3;36;2;35;1;40;1;35;A-;206;13
TI;COLOMBIA;M;14/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;68;4;70;3;64;3;68;3;70;B1;338;75
TI;COLOMBIA;F;5/09/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;52;3;48;2;50;2;53;2;64;A2;259;35
TI;COLOMBIA;F;30/07/2001;COLOMBIA;CANDELARIA;Estrato 3;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;66;4;81;4;71;4;71;4;68;B1;360;86
TI;COLOMBIA;F;7/07/2000;COLOMBIA;GUADALAJARA DE BUGA;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;COMPLETA;52;3;40;2;49;2;49;2;38;A-;234;24
TI;COLOMBIA;M;26/01/2001;COLOMBIA;PASTO;Estrato 1;3 a 4;No;No;MIXTO;A;URBANO;MA—ANA;35;1;33;1;38;1;38;1;27;A-;177;4
TI;COLOMBIA;M;27/04/2000;COLOMBIA;CARTAGENA DE INDIAS;Estrato 5;1 a 2;Si;Si;MIXTO;B;RURAL;COMPLETA;76;4;75;4;74;4;76;4;83;B+;379;95
CC;COLOMBIA;M;10/11/1981;COLOMBIA;TAME;Estrato 1;1 a 2;Si;Si;MIXTO;A;RURAL;SABATINA;45;2;27;1;36;1;36;1;27;A-;177;4
CC;COLOMBIA;M;9/05/1998;COLOMBIA;BARRANQUILLA;Sin Estrato;3 a 4;Sin respuesta;No;MIXTO;A;URBANO;NOCHE;44;2;37;2;37;1;32;1;33;A-;186;6
TI;COLOMBIA;M;16/04/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;76;4;72;4;68;3;76;B1;356;84
CC;COLOMBIA;M;2/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;68;4;67;3;69;3;70;3;85;B+;349;80
TI;COLOMBIA;M;4/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;NOCHE;57;3;58;3;63;3;53;2;54;A1;287;48
TI;COLOMBIA;M;8/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;NOCHE;69;4;56;3;58;3;61;3;64;A2;306;57
TI;COLOMBIA;F;2/05/2001;COLOMBIA;BARRANQUILLA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;68;4;56;3;59;3;68;3;76;B1;319;64
TI;COLOMBIA;F;16/05/2000;COLOMBIA;CALI;Estrato 2;5 a 6;Si;No;MIXTO;B;URBANO;MA—ANA;43;2;29;1;31;1;44;2;31;A-;182;5
CC;COLOMBIA;M;5/09/1969;COLOMBIA;BOGOT¡Å D.C.;Estrato 1;1 a 2;No;Si;MIXTO;A;URBANO;MA—ANA;52;3;38;2;47;2;45;2;49;A1;229;22
TI;COLOMBIA;M;7/07/2000;COLOMBIA;CARTAGENA DE INDIAS;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;65;3;72;4;73;4;68;3;79;B+;351;82
TI;COLOMBIA;F;17/06/2001;COLOMBIA;ROLDANILLO;Estrato 2;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;57;3;64;3;58;3;48;2;49;A1;281;45
CC;COLOMBIA;M;26/04/1995;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;1 a 2;Sin respuesta;Si;MIXTO;A;URBANO;SABATINA;40;2;39;2;37;1;38;1;38;A-;192;8
TI;COLOMBIA;M;19/05/2000;COLOMBIA;CHÕA;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;59;3;68;3;67;3;63;3;82;B+;328;68
CC;COLOMBIA;F;24/09/1998;COLOMBIA;MEDELLÕN;Estrato 2;5 a 6;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;51;3;42;2;47;2;30;1;49;A1;215;16
TI;COLOMBIA;M;9/11/2001;COLOMBIA;JAMUNDÕ;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;60;3;59;3;62;3;58;3;71;B1;303;55
CC;COLOMBIA;M;2/12/1991;COLOMBIA;MALAMBO;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;29;1;38;2;30;1;26;1;29;A-;153;1
TI;COLOMBIA;F;15/05/2001;COLOMBIA;GUADALAJARA DE BUGA;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;NOCHE;48;2;42;2;42;2;31;1;37;A-;202;11
TI;COLOMBIA;F;16/09/2000;COLOMBIA;MEDELLÕN;Estrato 2;9 o m·s;No;-;MIXTO;OTRO;URBANO;SABATINA;49;2;34;1;39;1;31;1;24;A-;186;6
TI;COLOMBIA;M;21/02/2001;COLOMBIA;CALI;Estrato 2;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;62;3;55;2;64;3;53;A1;304;56
CC;COLOMBIA;F;25/02/1999;COLOMBIA;CHÕA;Estrato 6;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;58;3;57;3;55;2;54;2;80;B+;289;49
TI;COLOMBIA;F;12/06/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;FEMENINO;B;URBANO;MA—ANA;62;3;66;3;66;3;69;3;76;B1;333;71
CC;COLOMBIA;M;9/07/1999;COLOMBIA;BARRANQUILLA;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;COMPLETA;70;4;74;4;64;3;63;3;80;B+;343;78
TI;COLOMBIA;F;17/04/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;FEMENINO;B;RURAL;COMPLETA;70;4;65;3;69;3;77;4;89;B+;358;86
TI;COLOMBIA;F;26/02/2002;COLOMBIA;PALMIRA;Estrato 4;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;63;3;65;3;67;3;64;A2;332;71
CC;COLOMBIA;F;31/01/1996;COLOMBIA;POPAY¡N;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;MA—ANA;34;1;45;2;52;2;52;2;0;A-;229;22
CC;COLOMBIA;F;30/06/1992;COLOMBIA;POPAY¡N;Estrato 3;5 a 6;Si;Si;MIXTO;OTRO;URBANO;SABATINA;45;2;44;2;53;2;49;2;43;A-;237;25
CC;COLOMBIA;M;21/11/1997;COLOMBIA;-;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;COMPLETA;44;2;36;2;41;2;52;2;40;A-;215;16
TI;COLOMBIA;F;19/04/2000;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;67;3;66;3;69;3;85;B+;347;79
TI;COLOMBIA;M;19/12/2001;COLOMBIA;CARTAGO;Estrato 2;1 a 2;Si;Si;MIXTO;B;URBANO;MA—ANA;55;3;59;3;55;2;55;2;54;A1;279;44
TI;COLOMBIA;M;22/02/2001;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MASCULINO;B;URBANO;COMPLETA;61;3;70;3;66;3;68;3;75;B1;335;72
TI;COLOMBIA;M;28/06/2000;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;71;4;68;3;54;2;62;3;52;A1;314;61
TI;COLOMBIA;F;10/10/2001;COLOMBIA;CALI;Estrato 2;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;62;3;56;3;58;3;64;3;71;B1;304;56
CC;COLOMBIA;F;2/02/1997;COLOMBIA;MEDELLÕN;Estrato 1;5 a 6;No;No;MIXTO;OTRO;URBANO;MA—ANA;56;3;51;3;51;2;53;2;52;A1;263;37
TI;COLOMBIA;M;13/08/2002;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;59;3;50;2;49;2;43;2;50;A1;251;32
TI;COLOMBIA;F;12/05/2000;COLOMBIA;CARTAGENA DE INDIAS;Estrato 1;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;57;3;45;2;43;2;48;2;49;A1;242;27
CC;COLOMBIA;M;16/07/1968;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;No;MIXTO;B;URBANO;NOCHE;52;3;37;2;46;2;53;2;46;A-;235;24
TI;COLOMBIA;M;16/05/2002;COLOMBIA;CALI;Estrato 3;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;76;4;63;3;65;3;64;3;52;A1;329;69
CC;COLOMBIA;M;2/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;1 a 2;Si;Si;MIXTO;A;URBANO;TARDE;56;3;65;3;66;3;60;3;74;B1;313;61
TI;COLOMBIA;M;18/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;76;4;71;4;66;3;69;3;73;B1;353;83
TI;COLOMBIA;M;5/01/2001;COLOMBIA;CALI;Estrato 3;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;62;3;60;3;59;3;64;3;71;B1;310;59
TI;COLOMBIA;F;10/07/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;65;3;69;3;68;3;64;3;76;B1;336;73
TI;COLOMBIA;F;27/02/2001;COLOMBIA;POPAY¡N;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;69;4;76;4;74;4;70;3;83;B+;365;89
CC;COLOMBIA;M;15/02/1988;COLOMBIA;TAME;Sin Estrato;1 a 2;No;No;MIXTO;A;RURAL;SABATINA;41;2;45;2;48;2;46;2;35;A-;221;19
TI;COLOMBIA;F;2/07/2000;COLOMBIA;CHÕA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;75;4;76;4;76;4;86;B+;372;92
TI;COLOMBIA;F;22/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;64;3;62;3;65;3;72;B1;321;65
CC;COLOMBIA;F;23/09/1999;COLOMBIA;FLORIDABLANCA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;78;4;70;3;75;4;85;B+;377;94
CC;COLOMBIA;M;20/08/1999;COLOMBIA;SAN ANDR…S;Estrato 3;3 a 4;No;Si;MIXTO;A;URBANO;MA—ANA;52;3;39;2;59;3;49;2;60;A2;253;32
TI;COLOMBIA;M;27/11/2000;COLOMBIA;PALMIRA;Estrato 2;3 a 4;Si;No;MIXTO;B;URBANO;MA—ANA;59;3;62;3;64;3;53;2;58;A2;297;52
TI;COLOMBIA;M;5/04/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;70;4;63;3;53;2;60;3;70;B1;311;59
TI;COLOMBIA;F;12/09/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;64;3;75;4;71;4;71;4;90;B+;359;86
CC;COLOMBIA;F;16/06/1997;COLOMBIA;ENVIGADO;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;62;3;56;3;54;2;57;3;58;A2;287;48
CC;COLOMBIA;M;27/07/1999;COLOMBIA;LA CEJA;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;46;2;32;1;46;2;43;2;43;A-;209;14
TI;COLOMBIA;F;8/05/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;65;3;75;4;57;3;57;3;47;A-;311;60
CC;COLOMBIA;M;8/01/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;61;3;61;3;60;3;52;2;68;B1;296;52
TI;COLOMBIA;M;1/01/2000;COLOMBIA;VISTAHERMOSA;Estrato 2;3 a 4;Si;No;MIXTO;A;URBANO;SABATINA;40;2;39;2;30;1;42;2;32;A-;187;6
TI;COLOMBIA;M;31/07/2001;COLOMBIA;POPAY¡N;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;53;3;57;3;56;3;50;2;59;A2;272;41
TI;COLOMBIA;M;15/12/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;OTRO;URBANO;UNICA;58;3;53;3;52;2;53;2;55;A1;270;40
CC;COLOMBIA;F;14/04/1986;COLOMBIA;SOACHA;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;50;2;37;2;40;1;42;2;39;A-;210;14
TI;COLOMBIA;F;5/07/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;73;4;71;4;76;4;72;4;84;B+;369;91
TI;COLOMBIA;F;23/01/2001;COLOMBIA;MEDELLÕN;Estrato 3;3 a 4;Si;Si;MIXTO;OTRO;URBANO;SABATINA;43;2;38;2;36;1;26;1;47;A-;183;5
TI;COLOMBIA;M;9/12/1998;COLOMBIA;BARRANQUILLA;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;54;3;57;3;57;3;59;3;80;B+;293;50
TI;COLOMBIA;F;22/12/1999;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;MA—ANA;50;2;52;3;59;3;47;2;45;A-;257;34
TI;COLOMBIA;M;19/08/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;70;4;76;4;68;3;74;4;61;A2;356;84
CC;COLOMBIA;M;11/12/1965;COLOMBIA;SABANETA;Sin Estrato;1 a 2;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;48;2;44;2;52;2;61;3;34;A-;250;31
TI;COLOMBIA;M;16/11/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;69;4;56;3;52;2;59;3;64;A2;297;52
TI;COLOMBIA;M;5/02/2001;COLOMBIA;MEDELLÕN;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;COMPLETA;64;3;57;3;54;2;64;3;70;B1;303;55
TI;COLOMBIA;F;14/01/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;76;4;73;4;75;4;76;4;80;B+;377;94
PE;VENEZUELA;F;2/07/1999;VENEZUELA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;66;4;74;4;65;3;63;3;87;B+;343;77
TI;COLOMBIA;F;27/11/2001;COLOMBIA;MANIZALES;Estrato 5;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;74;4;65;3;60;3;82;4;72;B1;352;82
CC;COLOMBIA;F;31/08/1999;COLOMBIA;CALI;Estrato 4;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;45;2;34;1;43;2;34;1;48;A1;198;10
TI;COLOMBIA;M;1/06/2001;COLOMBIA;CALI;Estrato 3;1 a 2;Si;No;MIXTO;B;URBANO;COMPLETA;47;2;52;3;46;2;40;1;56;A1;235;24
TI;COLOMBIA;M;1/11/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;43;2;61;3;53;2;39;1;44;A-;243;28
CC;COLOMBIA;F;18/03/1978;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;NOCHE;44;2;30;1;35;1;50;2;32;A-;196;9
TI;COLOMBIA;F;27/01/2000;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;57;3;51;3;54;2;46;2;54;A1;261;36
TI;COLOMBIA;F;22/02/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;75;4;74;4;77;4;77;4;79;B+;380;95
CC;COLOMBIA;M;22/06/1974;COLOMBIA;CAICEDONIA;Estrato 2;1 a 2;No;No;MIXTO;B;URBANO;NOCHE;54;3;53;3;39;1;52;2;47;A-;247;29
CC;COLOMBIA;F;12/10/1998;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;3 a 4;No;No;MIXTO;OTRO;URBANO;NOCHE;57;3;57;3;55;2;54;2;47;A-;275;42
TI;COLOMBIA;F;18/07/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;77;4;79;4;71;4;64;3;90;B+;370;92
TI;COLOMBIA;F;14/12/1999;COLOMBIA;BARRANQUILLA;Sin Estrato;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;73;4;73;4;69;3;72;4;90;B+;366;90
TI;COLOMBIA;F;2/08/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;60;3;64;3;75;4;76;B1;345;79
CC;COLOMBIA;M;9/06/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;Sin Respuesta;Si;Si;MIXTO;A;URBANO;MA—ANA;59;3;54;3;55;2;63;3;62;A2;290;49
TI;COLOMBIA;F;2/12/2001;COLOMBIA;CALI;Estrato 1;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;58;3;49;2;45;2;49;2;55;A1;253;32
TI;COLOMBIA;F;2/06/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;79;4;77;4;100;4;73;4;81;B+;411;100
TI;COLOMBIA;F;15/05/2001;COLOMBIA;VILLAVICENCIO;Estrato 3;1 a 2;Si;Si;MIXTO;A;URBANO;NOCHE;56;3;46;2;48;2;48;2;48;A1;247;30
TI;COLOMBIA;M;17/06/2000;COLOMBIA;BARRANQUILLA;Estrato 1;5 a 6;No;No;MIXTO;A;URBANO;NOCHE;34;1;42;2;35;1;36;1;36;A-;183;5
TI;COLOMBIA;F;16/05/2001;COLOMBIA;PASTO;Estrato 2;3 a 4;Si;No;MIXTO;B;URBANO;MA—ANA;58;3;62;3;65;3;52;2;55;A1;295;51
TI;COLOMBIA;M;26/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;67;3;64;3;65;3;85;B+;335;73
CC;COLOMBIA;F;20/02/1993;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;35;1;40;2;43;2;40;1;32;A-;195;9
TI;COLOMBIA;M;5/02/2000;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;COMPLETA;71;4;77;4;65;3;71;4;85;B+;360;87
TI;COLOMBIA;M;12/01/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;54;3;44;2;46;2;39;1;45;A-;228;22
CC;COLOMBIA;F;20/11/1997;COLOMBIA;MEDELLÕN;Estrato 4;3 a 4;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;56;3;47;2;52;2;58;3;48;A1;264;37
TI;COLOMBIA;F;1/06/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;57;3;47;2;56;3;51;2;62;A2;267;39
TI;COLOMBIA;F;4/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 1;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;50;2;35;1;47;2;47;2;51;A1;226;21
TI;COLOMBIA;M;17/02/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;57;3;53;2;45;2;59;A2;264;37
CC;COLOMBIA;M;2/04/1998;COLOMBIA;CALI;Sin Estrato;1 a 2;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;56;3;57;3;57;3;54;2;56;A1;280;44
CC;COLOMBIA;F;26/05/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;9 o m·s;No;No;MIXTO;A;URBANO;SABATINA;40;2;23;1;33;1;29;1;41;A-;160;1
CR;COLOMBIA;F;13/04/2000;COLOMBIA;CAICEDONIA;Estrato 1;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;46;2;46;2;38;1;34;1;36;A-;203;12
TI;COLOMBIA;F;29/05/2000;COLOMBIA;BUCARAMANGA;Estrato 1;3 a 4;Si;Si;MIXTO;A;URBANO;TARDE;39;2;30;1;36;1;30;1;28;A-;167;2
TI;COLOMBIA;M;15/10/2000;COLOMBIA;PASTO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;70;3;70;3;67;3;70;B1;334;72
CC;COLOMBIA;M;30/06/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;64;3;68;3;64;3;72;4;85;B+;342;77
TI;COLOMBIA;M;18/01/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;66;4;69;3;68;3;64;3;77;B1;338;74
TI;COLOMBIA;M;11/09/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;MA—ANA;63;3;62;3;48;2;59;3;54;A1;288;48
TI;COLOMBIA;M;24/04/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;NOCHE;47;2;30;1;40;1;38;1;44;A-;196;9
TI;COLOMBIA;F;13/01/2001;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;39;2;48;2;49;2;43;2;75;B1;235;25
CC;COLOMBIA;F;29/09/1996;COLOMBIA;MEDELLÕN;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;51;3;52;3;43;2;43;2;50;A1;237;25
TI;COLOMBIA;F;22/06/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;75;4;72;4;73;4;76;4;78;B1;372;92
CC;COLOMBIA;F;2/02/1999;COLOMBIA;MALAMBO;Estrato 2;5 a 6;No;Si;MIXTO;A;URBANO;NOCHE;52;3;32;1;35;1;39;1;37;A-;197;9
TI;COLOMBIA;M;20/12/1999;COLOMBIA;CARTAGENA DE INDIAS;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;76;4;74;4;73;4;85;B+;371;92
