Tipo documento;Nacionalidad;GÈnero;Fecha nacimiento;PaÌs residencia;Municipio residencia;Estrato vivienda;Personas hogar;Tiene internet;Tiene computador;Colegio gÈnero;Calendario;Colegio ·rea;Jornada;Lectura crÌtica;DesempeÒo lectura critica;Matem·ticas;DesempeÒo matem·ticas;Ciencias naturales;DesempeÒo naturales;Ciencias sociales;DesempeÒo sociales;Ingles;DesempeÒo ingles;Puntaje global;Percentil global
TI;COLOMBIA;M;6/05/2000;COLOMBIA;FLORIDABLANCA;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;46;2;33;1;38;1;35;1;38;A-;190;7
CC;COLOMBIA;M;29/03/1993;COLOMBIA;SANTA ROSA DE CABAL;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;NOCHE;55;3;60;3;59;3;60;3;37;A-;284;47
TI;COLOMBIA;F;2/06/2001;COLOMBIA;ENVIGADO;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;80;4;75;4;74;4;76;4;82;B+;383;96
TI;COLOMBIA;F;28/08/2001;COLOMBIA;POPAY¡N;Estrato 1;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;57;3;72;4;61;3;68;3;66;A2;323;66
TI;COLOMBIA;F;30/04/2001;COLOMBIA;MANIZALES;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;69;4;66;3;62;3;63;3;81;B+;331;70
TI;COLOMBIA;M;9/09/2000;COLOMBIA;ARMENIA;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;65;3;73;4;72;4;70;3;83;B+;355;84
TI;COLOMBIA;M;19/04/2001;COLOMBIA;POPAY¡N;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;59;3;59;3;60;3;51;2;64;A2;289;49
CC;COLOMBIA;M;1/06/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;42;2;50;2;42;2;39;1;35;A-;213;15
TI;COLOMBIA;M;23/04/2001;COLOMBIA;PALMIRA;Estrato 3;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;75;4;72;4;76;4;74;4;86;B+;376;94
TI;COLOMBIA;F;21/11/2000;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;70;3;65;3;74;4;76;B1;352;82
TI;COLOMBIA;F;3/10/2001;COLOMBIA;EL CERRITO;Estrato 1;5 a 6;Si;Si;MIXTO;B;URBANO;TARDE;61;3;57;3;62;3;65;3;65;A2;308;58
TI;COLOMBIA;M;8/02/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;1 a 2;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;75;4;73;4;64;3;72;4;79;B+;358;85
CC;COLOMBIA;M;13/02/1998;COLOMBIA;CALI;Sin Estrato;1 a 2;Sin respuesta;Si;MIXTO;B;URBANO;COMPLETA;49;2;49;2;49;2;32;1;65;A2;232;23
TI;COLOMBIA;F;22/08/2001;COLOMBIA;TENJO;Estrato 3;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;63;3;68;3;68;3;56;3;79;B+;325;67
TI;COLOMBIA;M;28/04/2000;COLOMBIA;MANIZALES;Estrato 1;3 a 4;Si;No;MIXTO;A;URBANO;SABATINA;53;3;35;1;32;1;36;1;43;A-;197;9
TI;COLOMBIA;M;8/01/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;62;3;65;3;74;4;81;B+;336;73
TI;COLOMBIA;M;15/12/2001;COLOMBIA;POPAY¡N;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;65;3;60;3;66;3;63;3;61;A2;317;62
TI;COLOMBIA;F;27/07/2001;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;No;MIXTO;B;URBANO;COMPLETA;74;4;66;3;72;4;63;3;81;B+;348;80
TI;COLOMBIA;F;22/05/2001;COLOMBIA;CALI;Estrato 3;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;56;3;59;3;60;3;67;3;60;A2;302;55
TI;COLOMBIA;M;3/07/2000;COLOMBIA;CALI;Estrato 4;1 a 2;Si;Si;MIXTO;B;RURAL;COMPLETA;57;3;64;3;57;3;61;3;66;A2;301;54
TI;COLOMBIA;M;19/04/2002;COLOMBIA;POPAY¡N;Sin Estrato;5 a 6;Sin respuesta;No;MIXTO;B;URBANO;MA—ANA;39;2;49;2;41;2;35;1;43;A-;206;13
TI;COLOMBIA;M;5/05/2000;COLOMBIA;ENVIGADO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;61;3;56;3;50;2;77;B1;300;54
TI;COLOMBIA;F;12/03/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;70;4;68;3;59;3;67;3;81;B+;336;73
TI;COLOMBIA;M;24/12/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;54;3;64;3;63;3;51;2;52;A1;288;48
TI;COLOMBIA;F;2/05/2000;COLOMBIA;MANIZALES;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;51;3;58;3;52;2;44;2;71;B1;264;37
TI;COLOMBIA;F;2/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;1 a 2;Si;Si;MIXTO;A;URBANO;MA—ANA;43;2;36;2;31;1;39;1;50;A1;191;8
TI;COLOMBIA;F;1/12/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;No;FEMENINO;B;URBANO;COMPLETA;57;3;58;3;48;2;59;3;70;B1;283;46
CC;COLOMBIA;F;26/02/1988;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;42;2;39;2;34;1;24;1;44;A-;177;4
CC;COLOMBIA;M;14/08/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;53;3;54;3;50;2;54;2;49;A1;262;37
CC;COLOMBIA;M;28/02/1998;COLOMBIA;VILLA DEL ROSARIO;Estrato 2;3 a 4;Si;Si;MIXTO;A;RURAL;SABATINA;52;3;42;2;29;1;41;2;35;A-;203;11
TI;COLOMBIA;M;5/01/2002;COLOMBIA;CALI;Estrato 5;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;56;3;58;3;59;3;61;3;62;A2;294;51
TI;COLOMBIA;M;10/07/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;71;4;65;3;68;3;58;3;75;B1;331;70
CC;COLOMBIA;M;21/12/1995;COLOMBIA;FLORIDABLANCA;Estrato 1;5 a 6;Si;Si;MIXTO;A;URBANO;NOCHE;49;2;52;3;47;2;44;2;40;A-;237;25
TI;COLOMBIA;M;21/08/2001;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;70;4;66;3;67;3;71;4;69;B1;343;77
TI;COLOMBIA;M;6/04/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;51;3;62;3;58;3;59;3;66;A2;291;49
CC;COLOMBIA;F;7/03/1999;COLOMBIA;MEDELLÕN;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;48;2;35;1;38;1;34;1;39;A-;194;8
TI;COLOMBIA;M;6/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;60;3;62;3;55;2;58;3;72;B1;299;53
TI;COLOMBIA;F;23/10/2000;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;46;2;56;3;63;3;62;A2;277;43
CC;COLOMBIA;F;3/08/1999;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;OTRO;URBANO;SABATINA;56;3;43;2;47;2;51;2;40;A-;243;28
TI;COLOMBIA;F;15/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;73;4;76;4;69;3;71;4;86;B+;367;90
TI;ESTADOS UNIDOS;F;3/05/2002;ESTADOS UNIDOS;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;63;3;50;2;54;2;46;2;66;A2;271;41
TI;COLOMBIA;F;22/01/2002;COLOMBIA;POPAY¡N;Estrato 4;3 a 4;Si;Si;FEMENINO;B;URBANO;MA—ANA;58;3;48;2;52;2;59;3;58;A2;273;41
CC;COLOMBIA;M;4/07/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;50;2;62;3;60;3;52;2;51;A1;278;44
TI;COLOMBIA;F;16/04/2001;COLOMBIA;PASTO;Estrato 3;7 a 8;Si;Si;MIXTO;B;URBANO;MA—ANA;64;3;56;3;58;3;64;3;65;A2;304;56
TI;COLOMBIA;F;16/03/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;66;4;78;4;71;4;71;4;90;B+;365;89
TI;COLOMBIA;M;17/11/1999;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;51;3;52;3;43;2;44;2;41;A-;235;24
TI;COLOMBIA;M;20/08/2001;COLOMBIA;YUMBO;Sin Estrato;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;47;2;52;3;59;3;59;3;56;A1;272;41
CC;COLOMBIA;F;13/09/1999;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;62;3;58;3;52;2;57;3;79;B+;295;51
TI;COLOMBIA;M;28/07/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;57;3;54;2;54;2;69;B1;285;47
TI;COLOMBIA;M;3/05/2000;COLOMBIA;FACATATIV¡;Sin Estrato;3 a 4;Sin respuesta;No;MIXTO;A;URBANO;MA—ANA;54;3;57;3;47;2;51;2;52;A1;261;36
TI;COLOMBIA;M;20/08/2001;COLOMBIA;POPAY¡N;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;71;4;63;3;49;2;52;2;59;A2;294;51
TI;COLOMBIA;M;1/12/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;74;4;80;4;67;3;69;3;74;B1;363;88
CC;COLOMBIA;M;26/11/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;74;4;75;4;75;4;85;B+;378;94
CC;COLOMBIA;F;3/08/1999;COLOMBIA;TABIO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;74;4;78;4;73;4;79;B+;372;92
TI;COLOMBIA;M;18/03/2000;COLOMBIA;PALMIRA;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;MA—ANA;68;4;58;3;53;2;63;3;64;A2;304;56
CC;COLOMBIA;M;15/10/1999;COLOMBIA;PASTO;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;65;3;63;3;64;3;51;2;57;A1;302;55
CC;COLOMBIA;M;9/05/1999;COLOMBIA;IBAGU…;Estrato 2;7 a 8;Si;Si;MIXTO;A;URBANO;SABATINA;51;3;36;2;39;1;36;1;45;A-;204;12
TI;COLOMBIA;M;27/04/2001;COLOMBIA;PUERTO TEJADA;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;53;3;45;2;44;2;42;2;50;A1;232;23
CC;COLOMBIA;F;24/11/1999;COLOMBIA;MEDELLÕN;Estrato 3;5 a 6;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;60;3;49;2;52;2;51;2;64;A2;269;40
TI;COLOMBIA;F;5/11/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;FEMENINO;B;RURAL;COMPLETA;61;3;75;4;68;3;62;3;82;B+;338;75
CC;COLOMBIA;F;21/01/1999;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;A;URBANO;MA—ANA;40;2;34;1;30;1;38;1;33;A-;177;4
CC;COLOMBIA;F;29/09/1998;COLOMBIA;PALMIRA;Estrato 2;3 a 4;Si;Si;MIXTO;OTRO;URBANO;NOCHE;56;3;49;2;40;1;47;2;40;A-;237;25
CR;COLOMBIA;F;1/11/1999;COLOMBIA;PASTO;Estrato 2;3 a 4;No;No;MIXTO;A;URBANO;MA—ANA;47;2;55;3;51;2;48;2;49;A1;251;31
CC;COLOMBIA;F;17/04/1998;COLOMBIA;MOSQUERA;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;NOCHE;50;2;49;2;51;2;51;2;48;A1;250;31
CC;COLOMBIA;F;15/08/1995;COLOMBIA;CHÕA;Estrato 2;3 a 4;Si;No;MIXTO;OTRO;URBANO;NOCHE;56;3;55;3;51;2;61;3;54;A1;278;44
TI;COLOMBIA;M;31/01/2001;COLOMBIA;PUERTO TEJADA;Estrato 3;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;69;4;57;3;61;3;60;3;44;A-;302;55
CC;COLOMBIA;M;3/05/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;51;3;50;2;51;2;50;2;50;A1;252;32
TI;COLOMBIA;M;24/04/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;56;3;37;2;48;2;51;2;52;A1;242;27
TI;COLOMBIA;M;9/11/2000;COLOMBIA;CARTAGO;Sin Estrato;3 a 4;Sin respuesta;Si;MASCULINO;B;URBANO;MA—ANA;53;3;50;2;53;2;57;3;58;A2;268;39
TI;COLOMBIA;M;6/02/2002;COLOMBIA;MANIZALES;Estrato 4;5 a 6;Si;Si;MASCULINO;B;RURAL;COMPLETA;65;3;73;4;75;4;66;3;85;B+;355;84
CC;COLOMBIA;M;22/06/1999;COLOMBIA;MEDELLÕN;Estrato 4;3 a 4;Si;No;MIXTO;A;URBANO;COMPLETA;79;4;76;4;77;4;80;4;90;B+;395;98
TI;COLOMBIA;M;18/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;5 a 6;Si;Si;MASCULINO;B;URBANO;COMPLETA;72;4;68;3;74;4;69;3;85;B+;359;86
CC;COLOMBIA;M;28/10/1999;COLOMBIA;ENVIGADO;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;70;4;63;3;61;3;78;4;69;B1;340;76
CR;COLOMBIA;F;19/09/1999;COLOMBIA;PASTO;Estrato 2;5 a 6;Si;No;MIXTO;A;URBANO;MA—ANA;63;3;58;3;50;2;60;3;45;A-;284;46
CC;COLOMBIA;F;10/05/1999;COLOMBIA;MEDELLÕN;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;TARDE;43;2;45;2;45;2;34;1;43;A-;209;14
CC;COLOMBIA;M;20/05/1997;COLOMBIA;MEDELLÕN;Estrato 2;9 o m·s;Si;No;MIXTO;A;URBANO;NOCHE;32;1;39;2;35;1;43;2;32;A-;184;6
TI;COLOMBIA;M;27/03/2000;COLOMBIA;POPAY¡N;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;51;3;56;3;32;1;34;1;26;A-;210;14
CC;COLOMBIA;M;7/03/1999;COLOMBIA;FUNZA;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;NOCHE;53;3;48;2;44;2;50;2;40;A-;240;27
CC;COLOMBIA;M;17/05/1999;COLOMBIA;CALI;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;MA—ANA;37;2;27;1;30;1;25;1;0;A-;137;1
TI;COLOMBIA;F;16/03/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;43;2;54;3;52;2;45;2;82;B+;255;33
CC;COLOMBIA;M;11/03/1999;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;62;3;54;3;58;3;55;2;53;A1;285;47
TI;COLOMBIA;M;11/01/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;69;3;62;3;63;3;69;B1;332;71
CC;COLOMBIA;M;13/10/1999;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;63;3;68;3;64;3;64;3;58;A2;321;65
TI;COLOMBIA;M;22/12/2000;COLOMBIA;GUADALAJARA DE BUGA;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;70;4;66;3;78;4;69;3;63;A2;351;81
TI;COLOMBIA;F;23/02/2002;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;66;3;66;3;71;4;71;B1;340;76
TI;COLOMBIA;M;24/01/2002;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;68;4;82;4;73;4;80;4;88;B+;383;96
TI;COLOMBIA;M;4/12/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;TARDE;54;3;57;3;52;2;40;1;54;A1;255;33
TI;COLOMBIA;M;19/05/2000;COLOMBIA;MONTELÕBANO;Estrato 1;3 a 4;No;Si;MIXTO;A;URBANO;SABATINA;58;3;51;3;56;3;55;2;45;A-;271;41
CC;COLOMBIA;M;22/07/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;No;MIXTO;A;URBANO;MA—ANA;38;2;34;1;37;1;29;1;23;A-;168;2
TI;COLOMBIA;F;6/09/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;71;4;65;3;69;3;61;A2;337;74
CC;COLOMBIA;F;7/03/1999;COLOMBIA;ANCUY¡Å;Sin Estrato;3 a 4;No;No;MIXTO;A;URBANO;MA—ANA;56;3;52;3;52;2;56;3;52;A1;269;40
TI;COLOMBIA;F;12/06/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;74;4;69;3;71;4;85;B+;357;85
TI;COLOMBIA;F;24/11/2000;COLOMBIA;CALI;Estrato 3;1 a 2;Si;Si;MIXTO;B;URBANO;MA—ANA;64;3;61;3;62;3;67;3;65;A2;318;63
TI;COLOMBIA;F;12/12/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;69;3;71;4;71;4;84;B+;351;81
TI;COLOMBIA;M;10/07/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;65;3;64;3;60;3;66;A2;320;64
TI;COLOMBIA;M;28/12/2000;COLOMBIA;CALI;Estrato 4;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;56;3;50;2;52;2;63;3;62;A2;279;44
TI;COLOMBIA;M;3/11/1999;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;57;3;57;3;60;3;63;3;63;A2;298;53
CC;COLOMBIA;M;9/05/1999;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;A;URBANO;SABATINA;60;3;61;3;53;2;51;2;53;A1;280;44
TI;COLOMBIA;F;10/04/2001;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;60;3;49;2;55;2;60;3;64;A2;283;46
CC;COLOMBIA;M;14/03/1996;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;No;MIXTO;A;URBANO;MA—ANA;58;3;56;3;61;3;65;3;44;A-;294;51
TI;COLOMBIA;M;11/11/2001;COLOMBIA;PALMIRA;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;58;3;50;2;58;3;66;A2;279;44
CC;COLOMBIA;F;4/09/1999;COLOMBIA;FUSAGASUG¡;Estrato 4;3 a 4;Si;No;MIXTO;A;URBANO;SABATINA;49;2;26;1;44;2;42;2;50;A1;205;12
CC;COLOMBIA;M;29/11/1979;COLOMBIA;FLORENCIA;Estrato 2;3 a 4;Si;No;MIXTO;A;URBANO;SABATINA;56;3;49;2;52;2;60;3;41;A-;266;38
TI;COLOMBIA;M;5/09/2002;COLOMBIA;CALI;Estrato 2;5 a 6;No;Si;MIXTO;B;URBANO;MA—ANA;67;4;73;4;67;3;73;4;69;B1;350;81
TI;COLOMBIA;M;16/04/2000;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;84;4;73;4;74;4;84;B+;382;96
TI;COLOMBIA;F;19/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 1;3 a 4;No;Si;MIXTO;A;URBANO;NOCHE;51;3;37;2;40;1;41;2;40;A-;210;14
TI;COLOMBIA;M;24/08/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;OTRO;URBANO;NOCHE;63;3;66;3;63;3;58;3;81;B+;320;64
CC;COLOMBIA;M;3/03/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;57;3;54;3;53;2;56;3;52;A1;274;42
TI;COLOMBIA;F;6/09/2001;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;FEMENINO;B;RURAL;COMPLETA;67;4;76;4;69;3;74;4;74;B1;358;86
TI;COLOMBIA;F;29/01/2002;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;74;4;68;3;73;4;71;4;78;B1;360;86
TI;COLOMBIA;M;27/07/2001;COLOMBIA;CALI;Estrato 5;1 a 2;Si;Si;MIXTO;B;URBANO;MA—ANA;71;4;75;4;70;3;69;3;76;B1;358;85
CC;COLOMBIA;F;5/10/1996;COLOMBIA;MEDELLÕN;Estrato 2;3 a 4;No;No;MIXTO;OTRO;URBANO;SABATINA;54;3;32;1;43;2;53;2;30;A-;222;19
CC;COLOMBIA;F;23/02/1998;COLOMBIA;ACACÕAS;Estrato 2;1 a 2;No;Si;MIXTO;A;URBANO;SABATINA;39;2;29;1;39;1;31;1;38;A-;174;3
TI;COLOMBIA;M;10/07/2001;COLOMBIA;CALI;Estrato 3;Sin Respuesta;Si;-;MIXTO;B;URBANO;COMPLETA;51;3;50;2;46;2;51;2;70;B1;255;33
TI;COLOMBIA;M;22/05/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;60;3;58;3;62;3;83;B+;308;58
CR;COLOMBIA;M;18/07/1999;COLOMBIA;PASTO;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;48;2;47;2;42;2;41;2;44;A-;222;19
CC;COLOMBIA;F;15/09/1999;COLOMBIA;GIRARDOTA;Sin Estrato;5 a 6;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;60;3;50;2;30;1;26;1;42;A-;208;13
CC;COLOMBIA;M;14/05/1999;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;37;2;33;1;38;1;33;1;47;A-;181;5
TI;COLOMBIA;M;11/03/2002;COLOMBIA;POPAY¡N;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;71;4;68;3;75;4;67;3;70;B1;351;82
TI;COLOMBIA;F;26/04/2001;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;FEMENINO;B;RURAL;COMPLETA;66;4;61;3;60;3;60;3;70;B1;312;60
TI;COLOMBIA;F;4/01/2002;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;69;3;62;3;62;3;55;A1;322;65
TI;COLOMBIA;M;27/11/1999;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;COMPLETA;73;4;71;4;70;3;71;4;84;B+;361;87
TI;COLOMBIA;F;12/09/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;69;3;58;3;63;3;65;A2;322;65
TI;COLOMBIA;F;27/04/2000;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;67;3;63;3;64;3;86;B+;340;76
CC;COLOMBIA;M;29/10/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MASCULINO;B;URBANO;COMPLETA;68;4;76;4;73;4;74;4;84;B+;368;91
CC;COLOMBIA;F;10/09/1999;COLOMBIA;MEDELLÕN;Estrato 2;7 a 8;Si;No;MIXTO;OTRO;URBANO;MA—ANA;55;3;37;2;46;2;33;1;54;A1;218;17
TI;COLOMBIA;F;11/03/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;42;2;32;1;49;2;40;1;37;A-;202;11
TI;COLOMBIA;F;12/01/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;A;URBANO;MA—ANA;63;3;67;3;61;3;58;3;84;B+;320;64
CC;COLOMBIA;F;20/07/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;5 a 6;Si;No;MIXTO;A;URBANO;MA—ANA;48;2;44;2;38;1;40;1;49;A1;215;16
TI;COLOMBIA;M;15/11/2001;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;74;4;68;3;64;3;66;3;64;A2;338;75
CC;COLOMBIA;F;4/09/1996;COLOMBIA;PASTO;Estrato 1;3 a 4;No;No;MIXTO;A;URBANO;NOCHE;42;2;41;2;43;2;43;2;46;A-;213;15
TI;COLOMBIA;M;23/03/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;5 a 6;Si;Si;MASCULINO;B;URBANO;COMPLETA;78;4;77;4;71;4;75;4;85;B+;380;95
TI;COLOMBIA;M;26/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;69;3;71;4;69;3;69;B1;345;78
CC;COLOMBIA;M;20/12/1995;COLOMBIA;MEDELLÕN;Estrato 2;3 a 4;No;No;MIXTO;A;URBANO;TARDE;52;3;48;2;54;2;50;2;48;A1;254;33
TI;COLOMBIA;M;27/03/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;68;4;73;4;64;3;69;3;77;B1;346;79
